Symbol,Name,Country,IPO Year,Volume,Sector,Industry
MATW,Matthews International Corporation Class A,United States,1994,96382,NA,NA
MAYS,J. W. Mays Inc.,United States,NA,1,Consumer Services,Building operators
MBIO,Mustang Bio Inc.,United States,NA,976202,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MBRX,Moleculin Biotech Inc.,United States,2016,326750,Health Care,Major Pharmaceuticals
MBUU,Malibu Boats Inc. Class A,United States,2014,108509,Consumer Non-Durables,Recreational Products/Toys
MCBS,MetroCity Bankshares Inc.,United States,2019,45664,Finance,Major Banks
MCFE,McAfee Corp. Class A,United States,2020,497095,Technology,Computer Software: Prepackaged Software
MCFT,MasterCraft Boat Holdings Inc.,United States,2015,151706,Consumer Non-Durables,Recreational Products/Toys
MCHP,Microchip Technology Incorporated,United States,1993,2316176,Technology,Semiconductors
MCRB,Seres Therapeutics Inc.,United States,2015,362361,Health Care,Major Pharmaceuticals
MCRI,Monarch Casino & Resort Inc.,United States,1993,39878,Consumer Services,Movies/Entertainment
MDB,MongoDB Inc. Class A,United States,2017,438593,Technology,Retail: Computer Software & Peripheral Equipment
MDGL,Madrigal Pharmaceuticals Inc.,United States,NA,41826,Health Care,Major Pharmaceuticals
MDLZ,Mondelez International Inc. Class A,United States,NA,6588301,Consumer Non-Durables,Meat/Poultry/Fish
MDRX,Allscripts Healthcare Solutions Inc.,United States,NA,1280299,Technology,EDP Services
MDVL,MedAvail Holdings Inc.,United States,NA,25572,Health Care,Major Pharmaceuticals
MDXG,MiMedx Group Inc,United States,NA,671875,Health Care,Medical/Dental Instruments
MEDP,Medpace Holdings Inc.,United States,2016,102773,Health Care,Biotechnology: Commercial Physical & Biological Resarch
MEDS,Trxade Group Inc.,United States,NA,25508,NA,NA
MEIP,MEI Pharma Inc.,United States,NA,235180,Health Care,Major Pharmaceuticals
MELI,MercadoLibre Inc.,Argentina,2007,309175,Consumer Services,Catalog/Specialty Distribution
MEOH,Methanex Corporation,Canada,NA,145834,NA,NA
MERC,Mercer International Inc.,Canada,NA,503877,Basic Industries,Paper
MESA,Mesa Air Group Inc.,United States,2018,630574,Transportation,Air Freight/Delivery Services
MGI,Moneygram International Inc.,United States,NA,977064,Miscellaneous,Business Services
MGLN,Magellan Health Inc.,United States,NA,134628,Health Care,Hospital/Nursing Management
MGNI,Magnite Inc.,United States,NA,1123852,Technology,Advertising
MGNX,MacroGenics Inc.,United States,2013,548047,Health Care,Major Pharmaceuticals
MGRC,McGrath RentCorp,United States,1984,37390,Technology,Diversified Commercial Services
MICT,MICT Inc.,United States,NA,1344884,Technology,EDP Peripherals
MIDD,Middleby Corporation (The),United States,NA,613141,Capital Goods,Diversified Manufacture
MILE,Metromile Inc.,United States,2020,2338194,Finance,Property-Casualty Insurers
MIND,MIND Technology Inc. (DE),United States,1994,143366,Capital Goods,Industrial Machinery/Components
MITK,Mitek Systems Inc.,United States,NA,371714,Technology,Computer Software: Prepackaged Software
MKSI,MKS Instruments Inc.,United States,1999,351762,Capital Goods,Industrial Machinery/Components
MKTX,MarketAxess Holdings Inc.,United States,2004,303154,Finance,Investment Bankers/Brokers/Service
MLAB,Mesa Laboratories Inc.,United States,NA,41101,Capital Goods,Industrial Machinery/Components
MLHR,Herman Miller Inc.,United States,NA,1302850,Capital Goods,Wholesale Distributors
MMSI,Merit Medical Systems Inc.,United States,NA,228020,Health Care,Medical/Dental Instruments
MNKD,MannKind Corporation,United States,2004,3827620,Health Care,Major Pharmaceuticals
MNOV,Medicinova Inc,United States,NA,346653,Health Care,Major Pharmaceuticals
MNPR,Monopar Therapeutics Inc.,United States,2019,24009,Health Care,Major Pharmaceuticals
MNRO,Monro Inc.,United States,1991,185249,NA,NA
MON,Monument Circle Acquisition Corp. Class A,United States,2021,8164,NA,NA
MORN,Morningstar Inc.,United States,2005,128511,Technology,Advertising
MOTS,Motus GI Holdings Inc.,Israel,2018,4113588,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
MPWR,Monolithic Power Systems Inc.,United States,2004,416201,Technology,Semiconductors
MRCC,Monroe Capital Corporation,United States,2012,40231,Finance,Investment Managers
MRCY,Mercury Systems Inc,United States,1998,159666,NA,NA
MRNA,Moderna Inc.,United States,2018,8834031,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MRTN,Marten Transport Ltd.,United States,1986,185466,Transportation,Trucking Freight/Courier Services
MRTX,Mirati Therapeutics Inc.,United States,NA,574853,Health Care,Major Pharmaceuticals
MRVL,Marvell Technology Inc.,Bermuda,2000,10248233,NA,NA
MSBI,Midland States Bancorp Inc.,United States,2016,87314,Finance,Major Banks
MSFT,Microsoft Corporation,United States,1986,21459606,Technology,Computer Software: Prepackaged Software
MSTR,MicroStrategy Incorporated Class A,United States,1998,661387,Technology,Computer Software: Prepackaged Software
MTBC,CareCloud Inc.,United States,2014,47132,Health Care,Managed Health Care
MTCH,Match Group Inc.,United States,NA,1991138,NA,NA
MTRX,Matrix Service Company,United States,1990,173161,Consumer Services,Military/Government/Technical
MU,Micron Technology Inc.,United States,NA,18114624,Technology,Semiconductors
MVIS,MicroVision Inc.,United States,1996,117615809,Capital Goods,Industrial Machinery/Components
MWK,Mohawk Group Holdings Inc.,United States,2019,757402,Capital Goods,Industrial Machinery/Components
MXIM,Maxim Integrated Products Inc.,United States,1988,4084485,Technology,Semiconductors
MYGN,Myriad Genetics Inc.,United States,1995,484137,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
MYRG,MYR Group Inc.,United States,NA,129102,Basic Industries,Water Supply
MYSZ,My Size Inc.,Israel,NA,285993,Technology,Retail: Computer Software & Peripheral Equipment
NAOV,NanoVibronix Inc.,United States,NA,504172,Health Care,Industrial Specialties
NARI,Inari Medical Inc.,United States,2020,255408,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NATI,National Instruments Corporation,United States,1995,421708,Technology,Computer Software: Prepackaged Software
NAVI,Navient Corporation,United States,NA,2102096,Finance,Finance: Consumer Services
NBEV,NewAge Inc.,United States,NA,1106106,Consumer Non-Durables,Beverages (Production/Distribution)
NBIX,Neurocrine Biosciences Inc.,United States,1996,342040,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NBSE,NeuBase Therapeutics Inc.,United States,NA,555892,Health Care,Major Pharmaceuticals
NCMI,National CineMedia Inc.,United States,2007,306923,Technology,Advertising
NCNO,nCino Inc.,United States,2020,451384,Technology,Computer Software: Prepackaged Software
NDAQ,Nasdaq Inc.,United States,NA,679294,NA,NA
NDLS,Noodles & Company Class A,United States,2013,198900,Consumer Services,Restaurants
NEO,NeoGenomics Inc.,United States,NA,790543,Health Care,Precision Instruments
NEOG,Neogen Corporation,United States,1989,131806,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NEON,Neonode Inc.,Sweden,NA,20265,Capital Goods,Industrial Machinery/Components
NEPH,Nephros Inc.,United States,NA,3532,Health Care,Medical/Dental Instruments
NERV,Minerva Neurosciences Inc,United States,2014,193240,Health Care,Major Pharmaceuticals
NFE,New Fortress Energy Inc. Class A,United States,2019,429842,Public Utilities,Oil/Gas Transmission
NFLX,Netflix Inc.,United States,2002,7307644,Consumer Services,Movies/Entertainment
NGM,NGM Biopharmaceuticals Inc.,United States,2019,89984,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NH,NantHealth Inc.,United States,2016,325921,Health Care,Managed Health Care
NICK,Nicholas Financial Inc.,United States,NA,3019,NA,NA
NKLA,Nikola Corporation,United States,2018,29589456,Capital Goods,Construction/Ag Equipment/Trucks
NKTR,Nektar Therapeutics,United States,NA,786110,Health Care,Major Pharmaceuticals
NKTX,Nkarta Inc.,United States,2020,150669,Health Care,Major Pharmaceuticals
NLOK,NortonLifeLock Inc.,United States,NA,3599859,Technology,Computer Software: Prepackaged Software
NMFC,New Mountain Finance Corporation,United States,NA,288013,Finance,Finance/Investors Services
NMIH,NMI Holdings Inc. Class A,United States,2013,606621,Finance,Property-Casualty Insurers
NMRK,Newmark Group Inc. Class A,United States,2017,687986,Finance,Real Estate
NNBR,NN Inc.,United States,1994,223188,NA,NA
NOAC,Natural Order Acquisition Corp.,United States,2021,9057,NA,NA
NOVN,Novan Inc.,United States,2016,8024010,Health Care,Major Pharmaceuticals
NRC,National Research Corporation,United States,NA,38484,Health Care,Managed Health Care
NTAP,NetApp Inc.,United States,1995,984429,Technology,Electronic Components
NTCT,NetScout Systems Inc.,United States,1999,242003,Technology,EDP Services
NTGR,NETGEAR Inc.,United States,2003,499853,Public Utilities,Telecommunications Equipment
NTLA,Intellia Therapeutics Inc.,United States,2016,1044389,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
NTNX,Nutanix Inc. Class A,United States,2016,1367162,Technology,EDP Services
NTRA,Natera Inc.,United States,2015,796031,Health Care,Medical Specialities
NTRS,Northern Trust Corporation,United States,NA,897420,Finance,Trusts Except Educational Religious and Charitable
NUAN,Nuance Communications Inc.,United States,NA,7486630,Technology,Computer Software: Prepackaged Software
NURO,NeuroMetrix Inc.,United States,2004,73572,Health Care,Medical/Dental Instruments
NUVA,NuVasive Inc.,United States,2004,394034,Health Care,Medical/Dental Instruments
NVAX,Novavax Inc.,United States,NA,2033582,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NVDA,NVIDIA Corporation,United States,1999,5687425,Technology,Semiconductors
NWBI,Northwest Bancshares Inc.,United States,2009,543523,Finance,Major Banks
NWL,Newell Brands Inc.,United States,NA,2622155,Consumer Non-Durables,Plastic Products
NWS,News Corporation Class B,United States,NA,261492,Consumer Services,Broadcasting
NXGN,NextGen Healthcare Inc.,United States,NA,249372,Health Care,Managed Health Care
NXPI,NXP Semiconductors N.V.,Netherlands,2010,3210490,Technology,Semiconductors
NXST,Nexstar Media Group Inc. Class A,United States,2003,257407,Consumer Services,Broadcasting
NYMT,New York Mortgage Trust Inc.,United States,NA,3711876,Consumer Services,Real Estate Investment Trusts
OAS,Oasis Petroleum Inc.,United States,NA,139806,Energy,Oil & Gas Production
OBLN,Obalon Therapeutics Inc.,United States,2016,900605,Health Care,Medical/Dental Instruments
OCC,Optical Cable Corporation,United States,NA,7216,Basic Industries,Telecommunications Equipment
OCGN,Ocugen Inc.,United States,2014,495523065,Health Care,Major Pharmaceuticals
OCUL,Ocular Therapeutix Inc.,United States,2014,435616,Health Care,Major Pharmaceuticals
OCX,OncoCyte Corporation,United States,NA,438892,Health Care,Major Pharmaceuticals
ODFL,Old Dominion Freight Line Inc.,United States,1991,787749,Transportation,Trucking Freight/Courier Services
ODP,The ODP Corporation,United States,NA,322599,Miscellaneous,Diversified Commercial Services
ODT,Odonate Therapeutics Inc.,United States,2017,665940,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
OFIX,Orthofix Medical Inc. (DE),Curacao,1992,68609,Health Care,Medical/Dental Instruments
OFS,OFS Capital Corporation,United States,NA,38211,Finance,Finance/Investors Services
OKTA,Okta Inc. Class A,United States,2017,1170789,Technology,EDP Services
OLED,Universal Display Corporation,United States,NA,245334,Technology,Semiconductors
OLLI,Ollie's Bargain Outlet Holdings Inc.,United States,2015,570197,Consumer Services,Department/Specialty Retail Stores
OM,Outset Medical Inc.,United States,2020,488460,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
OMCL,Omnicell Inc. ($0.001 par value),United States,2001,296690,Health Care,Managed Health Care
OMER,Omeros Corporation,United States,2009,383849,Health Care,Major Pharmaceuticals
ONCS,OncoSec Medical Incorporated,United States,NA,163018,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
ONEM,1Life Healthcare Inc.,United States,2020,406814,Technology,Computer Software: Prepackaged Software
ONEW,OneWater Marine Inc. Class A,United States,2020,78928,Basic Industries,Homebuilding
ONTX,Onconova Therapeutics Inc.,United States,2013,12795295,Health Care,Major Pharmaceuticals
OPCH,Option Care Health Inc.,United States,NA,422633,Health Care,Medical/Nursing Services
OPGN,OpGen Inc.,United States,2015,1448606,Health Care,Medical Specialities
OPK,OPKO Health Inc.,United States,NA,3670379,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
OPRT,Oportun Financial Corporation,United States,2019,20010,Finance,Finance Companies
OPRX,OptimizeRx Corporation,United States,NA,119254,Health Care,Managed Health Care
OPTN,OptiNose Inc.,United States,2017,189973,Health Care,Major Pharmaceuticals
OPTT,Ocean Power Technologies Inc.,United States,2007,1361422,Capital Goods,Industrial Machinery/Components
ORBC,ORBCOMM Inc.,United States,2006,1409768,Consumer Services,Telecommunications Equipment
ORGS,Orgenesis Inc.,United States,NA,91295,Health Care,Major Pharmaceuticals
ORIC,Oric Pharmaceuticals Inc.,United States,2020,175185,Health Care,Major Pharmaceuticals
ORLY,O'Reilly Automotive Inc.,United States,1993,323935,Consumer Services,Other Specialty Stores
ORMP,Oramed Pharmaceuticals Inc.,Israel,NA,297333,Health Care,Major Pharmaceuticals
OSIS,OSI Systems Inc. (DE),United States,1997,64744,Capital Goods,Industrial Machinery/Components
OSPN,OneSpan Inc.,United States,NA,142999,Technology,EDP Services
OSS,One Stop Systems Inc.,United States,2018,137557,Technology,Computer Manufacturing
OSTK,Overstock.com Inc.,United States,2002,1191262,Consumer Services,Catalog/Specialty Distribution
OTLK,Outlook Therapeutics Inc.,United States,2016,605682,Health Care,Major Pharmaceuticals
OTRK,Ontrak Inc.,United States,NA,252255,Health Care,Medical Specialities
OVID,Ovid Therapeutics Inc.,United States,2017,863051,Health Care,Major Pharmaceuticals
OYST,Oyster Point Pharma Inc.,United States,2019,38009,Health Care,Major Pharmaceuticals
OZK,Bank OZK,United States,NA,1220215,Finance,Major Banks
PAAS,Pan American Silver Corp.,Canada,NA,1135921,NA,NA
PACB,Pacific Biosciences of California Inc.,United States,2010,1867902,Capital Goods,Biotechnology: Laboratory Analytical Instruments
PACW,PacWest Bancorp,United States,NA,1095153,Finance,Major Banks
PAE,PAE Incorporated Class A,United States,2018,255980,Miscellaneous,Business Services
PAHC,Phibro Animal Health Corporation Class A,United States,2014,84534,NA,NA
PASG,Passage Bio Inc.,United States,2020,150677,Health Care,Major Pharmaceuticals
PAVM,PAVmed Inc.,United States,2016,2311856,Health Care,Industrial Specialties
PAYX,Paychex Inc.,United States,1983,1277104,Miscellaneous,Business Services
PBCT,People's United Financial Inc.,United States,NA,6707935,Finance,Savings Institutions
PBPB,Potbelly Corporation,United States,2013,58928,Consumer Services,Restaurants
PBYI,Puma Biotechnology Inc,United States,NA,151362,Health Care,Major Pharmaceuticals
PCAR,PACCAR Inc.,United States,NA,1722969,Capital Goods,Auto Manufacturing
PCB,PCB Bancorp,United States,2018,40553,Finance,Major Banks
PCH,PotlatchDeltic Corporation,United States,NA,340624,Consumer Services,Real Estate Investment Trusts
PCRX,Pacira BioSciences Inc.,United States,2011,445269,Health Care,Major Pharmaceuticals
PCTY,Paylocity Holding Corporation,United States,2014,168024,Technology,Computer Software: Prepackaged Software
PCVX,Vaxcyte Inc.,United States,2020,194836,Health Care,Major Pharmaceuticals
PCYG,Park City Group Inc.,United States,NA,59829,Technology,EDP Services
PDCE,PDC Energy Inc. (Delaware),United States,NA,625087,Energy,Oil & Gas Production
PDCO,Patterson Companies Inc.,United States,1992,568722,Health Care,Medical Specialities
PDFS,PDF Solutions Inc.,United States,2001,359393,Technology,EDP Services
PDSB,PDS Biotechnology Corporation,United States,2015,357259,Health Care,Major Pharmaceuticals
PENN,Penn National Gaming Inc.,United States,1994,3233125,Consumer Services,Movies/Entertainment
PEP,PepsiCo Inc.,United States,NA,4354696,Consumer Non-Durables,Beverages (Production/Distribution)
PETQ,PetIQ Inc. Class A,United States,2017,594954,Health Care,Major Pharmaceuticals
PETS,PetMed Express Inc.,United States,NA,291133,Health Care,Medical/Nursing Services
PFBC,Preferred Bank,United States,NA,66795,Finance,Major Banks
PFC,Premier Financial Corp.,United States,NA,216593,Finance,Savings Institutions
PFG,Principal Financial Group Inc,United States,2001,1868245,Finance,Specialty Insurers
PFPT,Proofpoint Inc.,United States,2012,215970,Technology,EDP Services
PGC,Peapack-Gladstone Financial Corporation,United States,NA,40701,Finance,Commercial Banks
PGEN,Precigen Inc.,United States,NA,773137,Health Care,Biotechnology: Commercial Physical & Biological Resarch
PGNY,Progyny Inc.,United States,2019,491018,Health Care,Managed Health Care
PHAS,PhaseBio Pharmaceuticals Inc.,United States,2018,576968,Health Care,Major Pharmaceuticals
PHAT,Phathom Pharmaceuticals Inc.,United States,2019,118099,Health Care,Major Pharmaceuticals
PHIO,Phio Pharmaceuticals Corp.,United States,NA,115820,Health Care,Major Pharmaceuticals
PI,Impinj Inc.,United States,2016,96252,Public Utilities,Telecommunications Equipment
PINC,Premier Inc. Class A,United States,2013,272736,Health Care,Managed Health Care
PLBY,PLBY Group Inc.,United States,2020,3926710,Consumer Non-Durables,Recreational Products/Toys
PLCE,Children's Place Inc. (The),United States,1997,281291,Consumer Services,Clothing/Shoe/Accessory Stores
PLSE,Pulse Biosciences Inc (DE),United States,2016,39445,Health Care,Medical/Dental Instruments
PLTK,Playtika Holding Corp.,Israel,2021,816326,Technology,EDP Services
PLUG,Plug Power Inc.,United States,1999,28080690,Consumer Durables,Electrical Products
PLXS,Plexus Corp.,United States,NA,168969,Technology,Electrical Products
PNFP,Pinnacle Financial Partners Inc.,United States,NA,463298,Finance,Major Banks
PNNT,PennantPark Investment Corporation,United States,2007,231024,Finance,Finance/Investors Services
PNTG,The Pennant Group Inc.,United States,NA,115990,Health Care,Hospital/Nursing Management
PODD,Insulet Corporation,United States,2007,471002,Health Care,Medical/Dental Instruments
POLA,Polar Power Inc.,United States,2016,292538,Capital Goods,Industrial Machinery/Components
POOL,Pool Corporation,United States,1995,348415,Consumer Non-Durables,Recreational Products/Toys
POSH,Poshmark Inc. Class A,United States,2021,374280,Consumer Non-Durables,Department/Specialty Retail Stores
POWI,Power Integrations Inc.,United States,1997,291839,Technology,Semiconductors
POWW,AMMO Inc.,United States,NA,1362249,Capital Goods,Military/Government/Technical
PPC,Pilgrim's Pride Corporation,United States,NA,413742,Consumer Non-Durables,Meat/Poultry/Fish
PRAA,PRA Group Inc.,United States,2002,236246,Technology,Advertising
PRAH,PRA Health Sciences Inc.,United States,2014,654624,Health Care,Biotechnology: Commercial Physical & Biological Resarch
PRAX,Praxis Precision Medicines Inc.,United States,2020,141051,Health Care,Major Pharmaceuticals
PRFT,Perficient Inc.,United States,1999,182147,Technology,EDP Services
PRGS,Progress Software Corporation (DE),United States,1991,555763,Technology,Computer Software: Prepackaged Software
PRIM,Primoris Services Corporation,United States,NA,516161,Basic Industries,Water Supply
PROF,Profound Medical Corp.,Canada,NA,52728,NA,NA
PROV,Provident Financial Holdings Inc.,United States,NA,11829,Finance,Savings Institutions
PRPH,ProPhase Labs Inc. (DE),United States,NA,118474,Health Care,Major Pharmaceuticals
PRPL,Purple Innovation Inc.,United States,2015,446496,Consumer Durables,Home Furnishings
PRPO,Precipio Inc.,United States,NA,497323,Capital Goods,Biotechnology: Laboratory Analytical Instruments
PRTK,Paratek Pharmaceuticals Inc.,United States,NA,341112,Health Care,Major Pharmaceuticals
PRTS,CarParts.com Inc.,United States,2007,1207740,Consumer Services,Other Specialty Stores
PRVB,Provention Bio Inc.,United States,2018,879615,Health Care,Major Pharmaceuticals
PSEC,Prospect Capital Corporation,United States,2004,2324303,Finance,Finance/Investors Services
PSMT,PriceSmart Inc.,United States,NA,127961,Consumer Services,Department/Specialty Retail Stores
PSNL,Personalis Inc.,United States,2019,432249,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
PSTI,Pluristem Therapeutics Inc.,Israel,NA,181454,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
PTC,PTC Inc.,United States,NA,501767,Technology,Computer Software: Prepackaged Software
PTCT,PTC Therapeutics Inc.,United States,2013,465489,Health Care,Major Pharmaceuticals
PTE,PolarityTE Inc.,United States,NA,2122846,Consumer Durables,Specialty Chemicals
PTEN,Patterson-UTI Energy Inc.,United States,1993,1612485,Energy,Oil & Gas Production
PTGX,Protagonist Therapeutics Inc.,United States,2016,215506,Health Care,Major Pharmaceuticals
PTON,Peloton Interactive Inc. Class A,United States,2019,10153688,Consumer Services,Other Consumer Services
PTRS,Partners Bancorp,United States,NA,19445,Finance,Major Banks
PUBM,PubMatic Inc. Class A,United States,2020,294726,Technology,Computer Software: Prepackaged Software
PULM,Pulmatrix Inc.,United States,2014,823311,Health Care,Major Pharmaceuticals
PVBC,Provident Bancorp Inc. (MD),United States,2015,42297,Finance,Major Banks
PWFL,PowerFleet Inc.,United States,NA,120266,Capital Goods,Telecommunications Equipment
PYPL,PayPal Holdings Inc.,United States,NA,6296970,Miscellaneous,Business Services
PZZA,Papa John's International Inc.,United States,1993,299618,Consumer Services,Restaurants
QADA,QAD Inc. Class A,United States,NA,23280,Technology,Computer Software: Prepackaged Software
QCOM,QUALCOMM Incorporated,United States,1991,7665617,Technology,Computer peripheral equipment
QDEL,Quidel Corporation,United States,NA,3499580,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
QLGN,Qualigen Therapeutics Inc.,United States,2015,217711,Health Care,Biotechnology: Commercial Physical & Biological Resarch
QLYS,Qualys Inc.,United States,2012,418298,Technology,EDP Services
QMCO,Quantum Corporation,United States,NA,176815,Technology,Electronic Components
QNST,QuinStreet Inc.,United States,2010,281476,Technology,Advertising
QRTEA,Qurate Retail Inc. Series A,United States,NA,1742937,Consumer Services,Catalog/Specialty Distribution
QRVO,Qorvo Inc.,United States,NA,872756,Capital Goods,Industrial Machinery/Components
QUIK,QuickLogic Corporation,United States,1999,63511,Technology,Semiconductors
RAIL,FreightCar America Inc.,United States,2005,16014427,Capital Goods,Railroads
RAIN,Rain Therapeutics Inc.,United States,NA,4421581,NA,NA
RAND,Rand Capital Corporation,United States,NA,346,Finance,Finance/Investors Services
RAPT,RAPT Therapeutics Inc.,United States,2019,58753,Health Care,Major Pharmaceuticals
RARE,Ultragenyx Pharmaceutical Inc.,United States,2014,275742,Health Care,Major Pharmaceuticals
RAVE,Rave Restaurant Group Inc.,United States,NA,289156,Consumer Services,Restaurants
RAVN,Raven Industries Inc.,United States,NA,165595,Capital Goods,Office Equipment/Supplies/Services
RBBN,Ribbon Communications Inc.,United States,NA,244053,Technology,EDP Services
RBNC,Reliant Bancorp Inc.,United States,NA,45178,Finance,Major Banks
RCHG,Recharge Acquisition Corp. Class A,United States,2020,989,NA,NA
RCII,Rent-A-Center Inc.,United States,1995,449410,Technology,Diversified Commercial Services
RCKT,Rocket Pharmaceuticals Inc.,United States,2015,277701,Health Care,Major Pharmaceuticals
RCM,R1 RCM Inc.,United States,NA,389568,Consumer Services,Other Consumer Services
RDFN,Redfin Corporation,United States,2017,939070,Finance,Real Estate
RDUS,Radius Health Inc.,United States,2014,304749,Health Care,Major Pharmaceuticals
REED,Reeds Inc.,United States,NA,191611,Consumer Non-Durables,Beverages (Production/Distribution)
REG,Regency Centers Corporation,United States,1993,812348,Consumer Services,Real Estate Investment Trusts
REGI,Renewable Energy Group Inc.,United States,2012,901084,Basic Industries,Major Chemicals
REGN,Regeneron Pharmaceuticals Inc.,United States,1991,819772,Health Care,Major Pharmaceuticals
REPH,Recro Pharma Inc.,United States,2014,320014,Health Care,Major Pharmaceuticals
REPL,Replimune Group Inc.,United States,2018,314840,Health Care,Major Pharmaceuticals
RETA,Reata Pharmaceuticals Inc. Class A,United States,2016,287808,Health Care,Major Pharmaceuticals
REYN,Reynolds Consumer Products Inc.,United States,2020,1033509,Capital Goods,Office Equipment/Supplies/Services
RGEN,Repligen Corporation,United States,1986,302529,Health Care,Medical/Dental Instruments
RGLD,Royal Gold Inc.,United States,NA,261883,NA,NA
RGNX,REGENXBIO Inc.,United States,2015,278902,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
RICK,RCI Hospitality Holdings Inc.,United States,1995,39054,Consumer Services,Restaurants
RIDE,Lordstown Motors Corp. Class A,United States,2019,3458430,Capital Goods,Construction/Ag Equipment/Trucks
RIGL,Rigel Pharmaceuticals Inc.,United States,2000,3234982,Health Care,Major Pharmaceuticals
RILY,B. Riley Financial Inc.,United States,NA,231657,Finance,Investment Managers
RIOT,Riot Blockchain Inc.,United States,NA,25805098,Technology,Retail: Computer Software & Peripheral Equipment
RLAY,Relay Therapeutics Inc.,United States,2020,346361,Health Care,Major Pharmaceuticals
RMBL,RumbleOn Inc. Class B,United States,NA,19596,Capital Goods,Automotive Aftermarket
RMBS,Rambus Inc.,United States,1997,453467,Technology,Semiconductors
RMR,The RMR Group Inc. Class A,United States,NA,37782,Finance,Real Estate
RNA,Avidity Biosciences Inc.,United States,2020,150433,Health Care,Major Pharmaceuticals
RNET,RigNet Inc.,United States,2010,25316,Energy,Oil & Gas Production
RNST,Renasant Corporation,United States,NA,314062,Finance,Major Banks
RNWK,RealNetworks Inc.,United States,1997,498984,Technology,EDP Services
ROAD,Construction Partners Inc. Class A,United States,2018,206494,Capital Goods,Engineering & Construction
ROCK,Gibraltar Industries Inc.,United States,1993,99232,NA,NA
ROIC,Retail Opportunity Investments Corp. (MD),United States,NA,874810,Consumer Services,Real Estate Investment Trusts
ROKU,Roku Inc. Class A,United States,2017,1920467,Consumer Services,Television Services
ROLL,RBC Bearings Incorporated,United States,2005,60406,Capital Goods,Metal Fabrications
ROOT,Root Inc. Class A,United States,2020,2435962,Finance,Property-Casualty Insurers
ROST,Ross Stores Inc.,United States,1985,966719,Consumer Services,Clothing/Shoe/Accessory Stores
RPAY,Repay Holdings Corporation Class A,United States,2018,510071,Technology,EDP Services
RPD,Rapid7 Inc.,United States,2015,420430,Technology,Computer Software: Prepackaged Software
RRGB,Red Robin Gourmet Burgers Inc.,United States,2002,204753,Consumer Services,Restaurants
RRR,Red Rock Resorts Inc. Class A,United States,2016,828319,Consumer Services,Recreational Products/Toys
RSVA,Rodgers Silicon Valley Acquisition Corp.,United States,2021,54237,NA,NA
RUBY,Rubius Therapeutics Inc.,United States,2018,864393,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
RUTH,Ruth's Hospitality Group Inc.,United States,2005,176221,Consumer Services,Restaurants
RVNC,Revance Therapeutics Inc.,United States,2014,560132,Health Care,Major Pharmaceuticals
RXT,Rackspace Technology Inc.,United States,2020,645508,Technology,EDP Services
RYTM,Rhythm Pharmaceuticals Inc.,United States,2017,169220,Health Care,Major Pharmaceuticals
SABR,Sabre Corporation,United States,2014,4660877,Technology,EDP Services
SAFM,Sanderson Farms Inc.,United States,1987,190648,NA,NA
SAGE,Sage Therapeutics Inc.,United States,2014,358335,Health Care,Major Pharmaceuticals
SAIA,Saia Inc.,United States,NA,112596,Transportation,Trucking Freight/Courier Services
SAL,Salisbury Bancorp Inc.,United States,NA,9776,Finance,Savings Institutions
SANM,Sanmina Corporation,United States,1993,264505,Technology,Electrical Products
SASR,Sandy Spring Bancorp Inc.,United States,NA,147332,Finance,Major Banks
SATS,EchoStar  Corporation,United States,NA,327931,Technology,Radio And Television Broadcasting And Communications Equipment
SAVA,Cassava Sciences Inc.,United States,NA,2051816,Health Care,Major Pharmaceuticals
SBAC,SBA Communications Corporation Class A,United States,1999,667392,Consumer Services,Real Estate Investment Trusts
SBCF,Seacoast Banking Corporation of Florida,United States,NA,273943,Finance,Major Banks
SBGI,Sinclair Broadcast Group Inc. Class A,United States,1995,359390,Consumer Services,Broadcasting
SBNY,Signature Bank,United States,2004,905891,Finance,Major Banks
SBRA,Sabra Health Care REIT Inc.,United States,NA,1157583,Consumer Services,Real Estate Investment Trusts
SBUX,Starbucks Corporation,United States,1992,4555110,NA,NA
SCHL,Scholastic Corporation,United States,1992,187974,Consumer Services,Books
